data,campanha,canal,impressoes,cliques,gasto,conversoes,receita
2026-07-04,Institucional - Marca,Google Ads,11880,379,552.36,28,2695.62
2026-07-04,Remarketing - Carrinho Abandonado,Meta Ads,13576,263,348.56,5,1233.42
2026-07-04,Remarketing - Carrinho Abandonado,Google Ads,9064,122,198.82,8,1804.59
2026-07-04,Lançamento - Coleção Verão,Meta Ads,7811,60,164.26,2,687.43
2026-07-04,Lançamento - Coleção Verão,Google Ads,2637,22,28.36,1,128.99
2026-07-04,Promoção - Frete Grátis,Meta Ads,7552,79,126.18,5,650.06
2026-07-04,Promoção - Frete Grátis,Google Ads,5547,187,393.74,12,2742.73
2026-07-05,Black Friday - Roupas,Meta Ads,5995,124,136.8,1,252.26
2026-07-05,Black Friday - Roupas,Google Ads,1800,56,79.29,1,244.96
2026-07-05,Institucional - Marca,Meta Ads,11117,175,568.03,11,2533.21
2026-07-05,Institucional - Marca,Google Ads,13646,387,596.74,26,5054.64
2026-07-05,Remarketing - Carrinho Abandonado,Meta Ads,3773,110,315.7,2,388.93
2026-07-05,Remarketing - Carrinho Abandonado,Google Ads,13368,134,373.8,9,1246.68
2026-07-05,Lançamento - Coleção Verão,Meta Ads,9353,53,134.27,2,455.22
2026-07-05,Lançamento - Coleção Verão,Google Ads,9341,118,295.76,1,118.28
2026-07-05,Promoção - Frete Grátis,Meta Ads,1843,16,42.83,0,0.0
2026-07-05,Promoção - Frete Grátis,Google Ads,12700,327,1136.78,6,648.66
2026-07-06,Black Friday - Roupas,Meta Ads,1741,26,84.37,1,151.52
2026-07-06,Black Friday - Roupas,Google Ads,14552,463,610.25,15,2117.96
2026-07-06,Institucional - Marca,Meta Ads,2972,69,137.62,4,1043.17
2026-07-06,Institucional - Marca,Google Ads,2975,35,79.03,2,511.47
2026-07-06,Remarketing - Carrinho Abandonado,Meta Ads,11753,140,284.69,3,282.39
2026-07-06,Remarketing - Carrinho Abandonado,Google Ads,5791,143,329.76,8,1644.84
2026-07-06,Lançamento - Coleção Verão,Meta Ads,1161,25,84.64,0,0.0
2026-07-06,Lançamento - Coleção Verão,Google Ads,9708,98,186.75,3,905.66
2026-07-06,Promoção - Frete Grátis,Meta Ads,3583,55,142.74,3,991.01
2026-07-06,Promoção - Frete Grátis,Google Ads,736,6,20.58,0,0.0
2026-07-07,Black Friday - Roupas,Meta Ads,14059,298,915.9,13,3228.79
2026-07-07,Black Friday - Roupas,Google Ads,7621,218,683.35,11,2385.31
2026-07-07,Institucional - Marca,Meta Ads,10215,268,240.57,8,1208.32
2026-07-07,Institucional - Marca,Google Ads,10293,169,293.23,4,870.5
2026-07-07,Remarketing - Carrinho Abandonado,Meta Ads,13622,230,461.71,11,2411.57
2026-07-07,Remarketing - Carrinho Abandonado,Google Ads,1942,55,129.33,2,371.16
2026-07-07,Lançamento - Coleção Verão,Meta Ads,4607,151,168.24,10,1827.68
2026-07-07,Lançamento - Coleção Verão,Google Ads,11979,251,689.71,4,548.94
2026-07-07,Promoção - Frete Grátis,Meta Ads,8193,60,113.28,1,267.64
2026-07-07,Promoção - Frete Grátis,Google Ads,7873,269,680.74,18,2084.07
2026-07-08,Black Friday - Roupas,Meta Ads,14100,460,972.93,24,6875.97
2026-07-08,Black Friday - Roupas,Google Ads,11638,390,1180.94,22,2483.27
2026-07-08,Institucional - Marca,Meta Ads,3464,20,23.3,1,228.37
2026-07-08,Institucional - Marca,Google Ads,8467,73,175.53,5,1582.74
2026-07-08,Remarketing - Carrinho Abandonado,Meta Ads,3536,28,70.85,0,0.0
2026-07-08,Remarketing - Carrinho Abandonado,Google Ads,5679,90,165.91,4,527.13
2026-07-08,Lançamento - Coleção Verão,Meta Ads,6988,47,163.85,0,0.0
2026-07-08,Lançamento - Coleção Verão,Google Ads,9148,163,205.51,2,582.66
2026-07-08,Promoção - Frete Grátis,Meta Ads,12257,98,261.55,1,217.54
2026-07-08,Promoção - Frete Grátis,Google Ads,2138,25,35.7,0,0.0
2026-07-09,Black Friday - Roupas,Meta Ads,919,19,37.06,0,0.0
2026-07-09,Black Friday - Roupas,Google Ads,6193,152,266.98,7,1470.29
2026-07-09,Institucional - Marca,Meta Ads,10456,173,588.6,4,464.51
2026-07-09,Institucional - Marca,Google Ads,7048,39,58.56,2,234.04
2026-07-09,Remarketing - Carrinho Abandonado,Meta Ads,6042,142,237.63,9,2249.2
2026-07-09,Remarketing - Carrinho Abandonado,Google Ads,2885,20,18.3,0,0.0
2026-07-09,Lançamento - Coleção Verão,Meta Ads,11134,207,637.51,3,635.48
2026-07-09,Lançamento - Coleção Verão,Google Ads,6327,195,284.19,10,2988.85
2026-07-09,Promoção - Frete Grátis,Meta Ads,12496,210,428.51,13,4171.22
2026-07-09,Promoção - Frete Grátis,Google Ads,4700,37,95.4,2,596.8
2026-07-10,Black Friday - Roupas,Meta Ads,4131,52,159.66,0,0.0
2026-07-10,Black Friday - Roupas,Google Ads,9480,282,602.84,10,2015.34
2026-07-10,Institucional - Marca,Meta Ads,7588,177,173.45,8,964.37
2026-07-10,Institucional - Marca,Google Ads,14227,492,982.44,6,541.6
2026-07-10,Remarketing - Carrinho Abandonado,Meta Ads,12874,341,339.17,5,416.35
2026-07-10,Remarketing - Carrinho Abandonado,Google Ads,2168,43,79.4,1,347.73
2026-07-10,Lançamento - Coleção Verão,Meta Ads,5031,142,367.17,3,381.03
2026-07-10,Lançamento - Coleção Verão,Google Ads,14072,302,918.82,4,778.24
2026-07-10,Promoção - Frete Grátis,Meta Ads,12386,92,314.02,2,575.38
2026-07-10,Promoção - Frete Grátis,Google Ads,13708,469,1220.27,5,744.81
2026-07-11,Black Friday - Roupas,Meta Ads,7479,211,535.63,9,821.94
2026-07-11,Black Friday - Roupas,Google Ads,9061,132,150.23,5,553.84
2026-07-11,Institucional - Marca,Meta Ads,1280,28,78.95,1,257.25
2026-07-11,Institucional - Marca,Google Ads,9214,58,63.75,3,316.96
2026-07-11,Remarketing - Carrinho Abandonado,Meta Ads,5083,91,180.76,4,1338.52
2026-07-11,Remarketing - Carrinho Abandonado,Google Ads,2961,97,254.64,4,333.73
2026-07-11,Lançamento - Coleção Verão,Meta Ads,12680,172,516.53,12,3702.71
2026-07-11,Lançamento - Coleção Verão,Google Ads,1756,37,93.14,0,0.0
2026-07-11,Promoção - Frete Grátis,Meta Ads,801,21,60.82,1,127.91
2026-07-11,Promoção - Frete Grátis,Google Ads,9289,256,390.96,12,3318.55
2026-07-12,Black Friday - Roupas,Meta Ads,13557,121,333.98,8,1101.18
2026-07-12,Black Friday - Roupas,Google Ads,4582,43,74.15,1,284.71
2026-07-12,Institucional - Marca,Meta Ads,1876,37,59.33,1,266.0
2026-07-12,Institucional - Marca,Google Ads,6426,143,453.06,5,617.15
2026-07-12,Remarketing - Carrinho Abandonado,Meta Ads,7853,41,60.11,2,695.58
2026-07-12,Remarketing - Carrinho Abandonado,Google Ads,14294,243,719.33,5,1149.36
2026-07-12,Lançamento - Coleção Verão,Meta Ads,4467,131,322.32,7,1269.24
2026-07-12,Lançamento - Coleção Verão,Google Ads,14204,307,249.93,19,1701.15
2026-07-12,Promoção - Frete Grátis,Meta Ads,10948,58,163.78,3,789.49
2026-07-12,Promoção - Frete Grátis,Google Ads,4483,42,68.26,2,698.02
2026-07-13,Black Friday - Roupas,Meta Ads,2679,44,111.63,2,277.29
2026-07-13,Black Friday - Roupas,Google Ads,7821,130,248.83,7,566.08
2026-07-13,Institucional - Marca,Meta Ads,10777,107,137.98,3,565.88
2026-07-13,Institucional - Marca,Google Ads,11322,219,555.01,3,709.79
2026-07-13,Remarketing - Carrinho Abandonado,Meta Ads,13866,361,340.27,15,3627.44
2026-07-13,Remarketing - Carrinho Abandonado,Google Ads,14726,192,581.31,8,806.45
2026-07-13,Lançamento - Coleção Verão,Meta Ads,13193,341,959.57,26,3553.09
2026-07-13,Lançamento - Coleção Verão,Google Ads,1367,28,55.68,0,0.0
2026-07-13,Promoção - Frete Grátis,Meta Ads,9898,119,214.54,1,296.37
2026-07-13,Promoção - Frete Grátis,Google Ads,10018,350,1161.79,19,3681.0
2026-07-14,Black Friday - Roupas,Meta Ads,1783,35,44.84,2,695.21
2026-07-14,Black Friday - Roupas,Google Ads,2671,44,103.14,2,259.62
2026-07-14,Institucional - Marca,Meta Ads,14384,494,615.67,29,6906.89
2026-07-14,Institucional - Marca,Google Ads,14816,384,1271.03,24,2283.76
2026-07-14,Remarketing - Carrinho Abandonado,Meta Ads,9238,165,520.8,11,1432.72
2026-07-14,Remarketing - Carrinho Abandonado,Google Ads,2596,46,153.22,2,500.83
2026-07-14,Lançamento - Coleção Verão,Meta Ads,13425,360,770.56,14,3877.54
2026-07-14,Lançamento - Coleção Verão,Google Ads,10553,70,98.57,1,187.69
2026-07-14,Promoção - Frete Grátis,Meta Ads,2119,52,175.91,0,0.0
2026-07-14,Promoção - Frete Grátis,Google Ads,11153,67,103.48,1,292.52
2026-07-15,Black Friday - Roupas,Meta Ads,1405,18,51.31,0,0.0
2026-07-15,Black Friday - Roupas,Google Ads,6175,59,183.1,0,0.0
2026-07-15,Institucional - Marca,Meta Ads,1374,12,26.85,0,0.0
2026-07-15,Institucional - Marca,Google Ads,10114,57,147.76,4,924.98
2026-07-15,Remarketing - Carrinho Abandonado,Meta Ads,6842,114,346.02,7,1740.16
2026-07-15,Remarketing - Carrinho Abandonado,Google Ads,4760,163,243.3,9,1201.38
2026-07-15,Lançamento - Coleção Verão,Meta Ads,11044,208,712.28,10,1743.67
2026-07-15,Lançamento - Coleção Verão,Google Ads,9116,51,139.95,2,207.97
2026-07-15,Promoção - Frete Grátis,Meta Ads,1097,23,50.9,0,0.0
2026-07-15,Promoção - Frete Grátis,Google Ads,7597,161,472.95,7,1718.38
2026-07-16,Black Friday - Roupas,Meta Ads,2017,37,78.02,0,0.0
2026-07-16,Black Friday - Roupas,Google Ads,13868,347,710.72,13,3324.92
2026-07-16,Institucional - Marca,Meta Ads,11849,162,473.82,2,352.23
2026-07-16,Institucional - Marca,Google Ads,1110,7,20.46,0,0.0
2026-07-16,Remarketing - Carrinho Abandonado,Meta Ads,13319,284,808.76,17,1442.37
2026-07-16,Remarketing - Carrinho Abandonado,Google Ads,11483,359,1139.78,25,3611.87
2026-07-16,Lançamento - Coleção Verão,Meta Ads,11740,255,720.88,12,2750.14
2026-07-16,Lançamento - Coleção Verão,Google Ads,6379,120,390.59,5,1072.05
2026-07-16,Promoção - Frete Grátis,Meta Ads,5369,86,173.68,3,315.66
2026-07-16,Promoção - Frete Grátis,Google Ads,7352,249,336.19,11,1732.8
2026-07-17,Black Friday - Roupas,Meta Ads,975,27,41.75,0,0.0
2026-07-17,Black Friday - Roupas,Google Ads,8578,278,622.49,5,1339.46
2026-07-17,Institucional - Marca,Meta Ads,12031,120,294.77,4,1288.96
2026-07-17,Institucional - Marca,Google Ads,2398,82,96.75,1,129.74
2026-07-17,Remarketing - Carrinho Abandonado,Meta Ads,1112,30,90.45,0,0.0
2026-07-17,Remarketing - Carrinho Abandonado,Google Ads,7009,52,165.49,3,649.22
2026-07-17,Lançamento - Coleção Verão,Meta Ads,7683,266,561.38,4,1103.2
2026-07-17,Lançamento - Coleção Verão,Google Ads,7829,78,248.13,3,371.41
2026-07-17,Promoção - Frete Grátis,Meta Ads,8504,185,411.44,11,3524.07
2026-07-17,Promoção - Frete Grátis,Google Ads,11761,316,412.7,22,6625.24
2026-07-18,Black Friday - Roupas,Meta Ads,14245,118,336.4,9,2910.15
2026-07-18,Black Friday - Roupas,Google Ads,14175,266,469.77,11,3339.9
2026-07-18,Institucional - Marca,Meta Ads,13263,275,401.42,4,414.15
2026-07-18,Institucional - Marca,Google Ads,14228,173,204.72,5,1007.97
2026-07-18,Remarketing - Carrinho Abandonado,Meta Ads,5933,138,272.67,6,1675.67
2026-07-18,Remarketing - Carrinho Abandonado,Google Ads,7263,139,478.66,7,798.64
2026-07-18,Lançamento - Coleção Verão,Meta Ads,6549,96,254.7,1,127.22
2026-07-18,Lançamento - Coleção Verão,Google Ads,6844,168,584.25,2,201.62
2026-07-18,Promoção - Frete Grátis,Meta Ads,10294,265,578.8,8,1099.31
2026-07-18,Promoção - Frete Grátis,Google Ads,6870,191,363.36,12,3887.69
2026-07-19,Black Friday - Roupas,Meta Ads,8068,225,658.98,12,1803.33
2026-07-19,Black Friday - Roupas,Google Ads,12500,390,312.2,8,1481.88
2026-07-19,Institucional - Marca,Meta Ads,7201,135,423.13,6,1096.25
2026-07-19,Institucional - Marca,Google Ads,6161,179,374.73,2,387.58
2026-07-19,Remarketing - Carrinho Abandonado,Meta Ads,13057,424,659.79,29,4608.07
2026-07-19,Remarketing - Carrinho Abandonado,Google Ads,3446,95,282.46,1,339.96
2026-07-19,Lançamento - Coleção Verão,Meta Ads,7730,168,419.37,7,1760.32
2026-07-19,Lançamento - Coleção Verão,Google Ads,7655,64,172.8,3,318.19
2026-07-19,Promoção - Frete Grátis,Meta Ads,785,5,11.66,0,0.0
2026-07-19,Promoção - Frete Grátis,Google Ads,13608,189,304.25,11,1022.98
2026-07-20,Black Friday - Roupas,Meta Ads,8759,274,868.2,9,1547.19
2026-07-20,Black Friday - Roupas,Google Ads,14443,152,154.01,4,1178.14
2026-07-20,Institucional - Marca,Meta Ads,10385,185,281.75,12,2817.65
2026-07-20,Institucional - Marca,Google Ads,1160,8,24.36,0,0.0
2026-07-20,Remarketing - Carrinho Abandonado,Meta Ads,2544,52,46.18,3,292.4
2026-07-20,Remarketing - Carrinho Abandonado,Google Ads,11219,248,544.88,9,1490.18
2026-07-20,Lançamento - Coleção Verão,Meta Ads,12351,233,272.92,7,871.52
2026-07-20,Lançamento - Coleção Verão,Google Ads,905,21,52.6,1,269.71
2026-07-20,Promoção - Frete Grátis,Meta Ads,12919,326,376.72,8,2339.38
2026-07-20,Promoção - Frete Grátis,Google Ads,9270,227,764.18,11,3088.47
2026-07-21,Black Friday - Roupas,Meta Ads,10484,137,260.14,9,727.1
2026-07-21,Black Friday - Roupas,Google Ads,7216,138,127.41,2,309.48
2026-07-21,Institucional - Marca,Meta Ads,8116,150,311.55,8,1654.65
2026-07-21,Institucional - Marca,Google Ads,1955,26,35.33,1,81.49
2026-07-21,Remarketing - Carrinho Abandonado,Meta Ads,1825,11,33.55,0,0.0
2026-07-21,Remarketing - Carrinho Abandonado,Google Ads,14618,425,996.43,19,3025.6
2026-07-21,Lançamento - Coleção Verão,Meta Ads,11121,148,444.75,4,1203.66
2026-07-21,Lançamento - Coleção Verão,Google Ads,10504,161,349.37,11,2345.83
2026-07-21,Promoção - Frete Grátis,Meta Ads,2017,70,80.85,2,373.07
2026-07-21,Promoção - Frete Grátis,Google Ads,12383,333,1059.64,18,2694.72
2026-07-22,Black Friday - Roupas,Meta Ads,7088,101,305.45,7,2112.06
2026-07-22,Black Friday - Roupas,Google Ads,5115,157,126.49,9,2735.9
2026-07-22,Institucional - Marca,Meta Ads,4260,98,260.07,1,183.64
2026-07-22,Institucional - Marca,Google Ads,11378,283,296.91,14,3197.43
2026-07-22,Remarketing - Carrinho Abandonado,Meta Ads,13924,99,100.63,3,1002.8
2026-07-22,Remarketing - Carrinho Abandonado,Google Ads,5554,135,343.63,9,2174.82
2026-07-22,Lançamento - Coleção Verão,Meta Ads,9601,231,754.42,12,3790.78
2026-07-22,Lançamento - Coleção Verão,Google Ads,3655,88,246.46,4,1215.34
2026-07-22,Promoção - Frete Grátis,Meta Ads,12113,112,93.14,4,638.64
2026-07-22,Promoção - Frete Grátis,Google Ads,2356,17,31.93,1,298.17
2026-07-23,Black Friday - Roupas,Meta Ads,9842,150,415.32,8,2466.51
2026-07-23,Black Friday - Roupas,Google Ads,14249,435,822.38,6,1358.91
2026-07-23,Institucional - Marca,Meta Ads,10713,307,615.64,20,6041.08
2026-07-23,Institucional - Marca,Google Ads,13967,312,889.28,5,1601.03
2026-07-23,Remarketing - Carrinho Abandonado,Meta Ads,10733,172,150.33,6,1331.82
2026-07-23,Remarketing - Carrinho Abandonado,Google Ads,3861,38,74.57,0,0.0
2026-07-23,Lançamento - Coleção Verão,Meta Ads,11956,399,685.23,18,3281.5
2026-07-23,Lançamento - Coleção Verão,Google Ads,1942,29,28.82,1,164.03
2026-07-23,Promoção - Frete Grátis,Meta Ads,2329,70,156.38,4,946.64
2026-07-23,Promoção - Frete Grátis,Google Ads,13620,111,138.96,8,1133.53
2026-07-24,Black Friday - Roupas,Meta Ads,3915,78,265.42,2,181.06
2026-07-24,Black Friday - Roupas,Google Ads,14825,485,930.33,18,2962.18
2026-07-24,Institucional - Marca,Meta Ads,6768,126,199.2,9,1002.22
2026-07-24,Institucional - Marca,Google Ads,6813,110,228.78,4,1394.45
2026-07-24,Remarketing - Carrinho Abandonado,Meta Ads,6844,236,372.57,18,3332.88
2026-07-24,Remarketing - Carrinho Abandonado,Google Ads,10848,370,1068.77,29,6061.79
2026-07-24,Lançamento - Coleção Verão,Meta Ads,2432,51,145.71,3,596.76
2026-07-24,Lançamento - Coleção Verão,Google Ads,14365,428,1161.74,9,1953.09
2026-07-24,Promoção - Frete Grátis,Meta Ads,882,11,37.5,0,0.0
2026-07-24,Promoção - Frete Grátis,Google Ads,2127,47,164.46,0,0.0
2026-07-25,Black Friday - Roupas,Meta Ads,13783,235,818.6,16,3973.11
2026-07-25,Black Friday - Roupas,Google Ads,14572,419,857.23,25,2998.89
2026-07-25,Institucional - Marca,Meta Ads,9348,246,799.19,4,960.46
2026-07-25,Institucional - Marca,Google Ads,14677,391,875.9,27,3112.46
2026-07-25,Remarketing - Carrinho Abandonado,Meta Ads,7038,151,144.34,8,1648.25
2026-07-25,Remarketing - Carrinho Abandonado,Google Ads,13805,460,552.8,19,6552.47
2026-07-25,Lançamento - Coleção Verão,Meta Ads,6367,175,372.44,5,1063.41
2026-07-25,Lançamento - Coleção Verão,Google Ads,10302,114,325.68,4,872.18
2026-07-25,Promoção - Frete Grátis,Meta Ads,3308,52,143.49,3,609.34
2026-07-25,Promoção - Frete Grátis,Google Ads,5199,155,443.95,7,2366.93
2026-07-26,Black Friday - Roupas,Meta Ads,3619,126,121.03,1,252.85
2026-07-26,Black Friday - Roupas,Google Ads,4435,54,88.67,1,88.31
2026-07-26,Institucional - Marca,Meta Ads,9634,229,755.98,2,417.5
2026-07-26,Institucional - Marca,Google Ads,3920,23,72.55,1,250.79
2026-07-26,Remarketing - Carrinho Abandonado,Meta Ads,776,12,35.66,0,0.0
2026-07-26,Remarketing - Carrinho Abandonado,Google Ads,4652,133,462.11,3,1045.67
2026-07-26,Lançamento - Coleção Verão,Meta Ads,12251,169,141.73,10,3052.19
2026-07-26,Lançamento - Coleção Verão,Google Ads,6644,46,37.5,3,905.76
2026-07-26,Promoção - Frete Grátis,Meta Ads,8892,248,764.83,13,1351.0
2026-07-26,Promoção - Frete Grátis,Google Ads,12028,321,499.77,18,1559.06
2026-07-27,Black Friday - Roupas,Meta Ads,1598,24,26.39,1,335.88
2026-07-27,Black Friday - Roupas,Google Ads,5909,30,32.18,2,528.14
2026-07-27,Institucional - Marca,Meta Ads,6276,125,368.15,7,654.93
2026-07-27,Institucional - Marca,Google Ads,13237,348,904.98,8,2504.95
2026-07-27,Remarketing - Carrinho Abandonado,Meta Ads,3451,47,56.93,1,85.95
2026-07-27,Remarketing - Carrinho Abandonado,Google Ads,7898,152,214.36,8,2754.6
2026-07-27,Lançamento - Coleção Verão,Meta Ads,2056,23,44.24,1,130.72
2026-07-27,Lançamento - Coleção Verão,Google Ads,682,13,26.17,0,0.0
2026-07-27,Promoção - Frete Grátis,Meta Ads,10279,247,548.58,10,1433.56
2026-07-27,Promoção - Frete Grátis,Google Ads,8744,254,582.11,11,1304.34
2026-07-28,Black Friday - Roupas,Meta Ads,6090,162,305.19,3,954.41
2026-07-28,Black Friday - Roupas,Google Ads,8427,201,190.29,12,1988.98
2026-07-28,Institucional - Marca,Meta Ads,5586,59,171.93,3,720.72
2026-07-28,Institucional - Marca,Google Ads,6852,47,144.11,0,0.0
2026-07-28,Remarketing - Carrinho Abandonado,Meta Ads,9580,71,235.25,4,460.32
2026-07-28,Remarketing - Carrinho Abandonado,Google Ads,4732,143,235.38,9,2887.25
2026-07-28,Lançamento - Coleção Verão,Meta Ads,10880,192,349.2,14,3672.03
2026-07-28,Lançamento - Coleção Verão,Google Ads,11140,285,607.99,10,2508.32
2026-07-28,Promoção - Frete Grátis,Meta Ads,7594,38,47.53,2,519.85
2026-07-28,Promoção - Frete Grátis,Google Ads,9620,128,147.19,7,2344.13
2026-07-29,Black Friday - Roupas,Meta Ads,6332,51,148.46,2,186.02
2026-07-29,Black Friday - Roupas,Google Ads,1624,32,58.87,2,417.02
2026-07-29,Institucional - Marca,Meta Ads,2019,22,39.5,0,0.0
2026-07-29,Institucional - Marca,Google Ads,4572,48,109.95,1,274.31
2026-07-29,Remarketing - Carrinho Abandonado,Meta Ads,13436,332,688.95,23,3179.75
2026-07-29,Remarketing - Carrinho Abandonado,Google Ads,11360,313,280.77,11,3644.5
2026-07-29,Lançamento - Coleção Verão,Meta Ads,14615,396,654.27,21,3920.39
2026-07-29,Lançamento - Coleção Verão,Google Ads,13609,149,477.33,4,717.21
2026-07-29,Promoção - Frete Grátis,Meta Ads,7980,237,690.01,11,1176.6
2026-07-29,Promoção - Frete Grátis,Google Ads,12349,67,122.18,2,170.44
2026-07-30,Black Friday - Roupas,Meta Ads,7511,251,222.09,15,2537.48
2026-07-30,Black Friday - Roupas,Google Ads,12543,286,236.46,12,4081.74
2026-07-30,Institucional - Marca,Meta Ads,3759,63,180.07,2,304.32
2026-07-30,Institucional - Marca,Google Ads,11204,231,793.54,4,338.3
2026-07-30,Remarketing - Carrinho Abandonado,Meta Ads,6318,104,186.46,2,395.17
2026-07-30,Remarketing - Carrinho Abandonado,Google Ads,14547,200,577.5,9,1565.87
2026-07-30,Lançamento - Coleção Verão,Meta Ads,4209,93,217.05,5,1140.32
2026-07-30,Lançamento - Coleção Verão,Google Ads,7895,240,207.29,17,4954.88
2026-07-30,Promoção - Frete Grátis,Meta Ads,12267,229,429.29,7,684.16
2026-07-30,Promoção - Frete Grátis,Google Ads,9180,304,738.38,13,1249.6
2026-07-31,Black Friday - Roupas,Meta Ads,9933,223,774.6,5,1116.5
2026-07-31,Black Friday - Roupas,Google Ads,9671,206,700.29,3,536.2
2026-07-31,Institucional - Marca,Meta Ads,6190,165,408.09,11,3396.17
2026-07-31,Institucional - Marca,Google Ads,7968,105,362.3,4,1298.93
2026-07-31,Remarketing - Carrinho Abandonado,Meta Ads,7506,189,283.83,6,1966.33
2026-07-31,Remarketing - Carrinho Abandonado,Google Ads,715,19,42.84,0,0.0
2026-07-31,Lançamento - Coleção Verão,Meta Ads,11533,108,88.69,5,1004.36
2026-07-31,Lançamento - Coleção Verão,Google Ads,6185,108,174.44,6,1053.91
2026-07-31,Promoção - Frete Grátis,Meta Ads,5741,145,145.85,4,1191.52
2026-07-31,Promoção - Frete Grátis,Google Ads,6853,146,187.88,6,1388.62
2026-08-01,Black Friday - Roupas,Meta Ads,6137,112,152.86,1,307.79
2026-08-01,Black Friday - Roupas,Google Ads,12515,436,969.46,16,4127.37
2026-08-01,Institucional - Marca,Meta Ads,12444,135,454.8,10,2721.65
2026-08-01,Institucional - Marca,Google Ads,11185,247,370.69,10,2402.61
2026-08-01,Remarketing - Carrinho Abandonado,Meta Ads,9561,226,779.51,5,1470.0
2026-08-01,Remarketing - Carrinho Abandonado,Google Ads,4142,64,171.87,2,674.56
2026-08-01,Lançamento - Coleção Verão,Meta Ads,1429,39,48.22,1,273.95
2026-08-01,Lançamento - Coleção Verão,Google Ads,13282,158,321.88,10,3392.45
2026-08-01,Promoção - Frete Grátis,Meta Ads,11493,323,693.49,3,247.32
2026-08-01,Promoção - Frete Grátis,Google Ads,2136,34,77.87,2,184.87
2026-08-02,Black Friday - Roupas,Meta Ads,2717,39,120.5,2,211.52
2026-08-02,Black Friday - Roupas,Google Ads,11352,140,264.24,10,801.2
2026-08-02,Institucional - Marca,Meta Ads,3287,44,82.46,3,1044.54
2026-08-02,Institucional - Marca,Google Ads,4243,86,180.62,4,417.98
2026-08-02,Remarketing - Carrinho Abandonado,Meta Ads,10321,335,1128.11,16,2822.76
2026-08-02,Remarketing - Carrinho Abandonado,Google Ads,4869,169,311.48,8,1537.7
2026-08-02,Lançamento - Coleção Verão,Meta Ads,3508,42,55.33,3,322.46
2026-08-02,Lançamento - Coleção Verão,Google Ads,14077,425,1202.66,11,3720.27
2026-08-02,Promoção - Frete Grátis,Meta Ads,11093,281,395.42,11,3015.9
2026-08-02,Promoção - Frete Grátis,Google Ads,3371,75,164.63,4,625.1
2026-08-03,Black Friday - Roupas,Meta Ads,1199,21,68.04,1,188.25
2026-08-03,Black Friday - Roupas,Google Ads,5057,143,298.31,6,811.58
2026-08-03,Institucional - Marca,Meta Ads,4816,60,95.9,3,266.58
2026-08-03,Institucional - Marca,Google Ads,12257,87,85.81,6,1301.21
2026-08-03,Remarketing - Carrinho Abandonado,Meta Ads,10082,295,901.74,9,2405.49
2026-08-03,Remarketing - Carrinho Abandonado,Google Ads,4107,63,190.7,2,410.18
2026-08-03,Lançamento - Coleção Verão,Meta Ads,3752,50,97.41,0,0.0
2026-08-03,Lançamento - Coleção Verão,Google Ads,8497,178,426.16,2,355.58
2026-08-03,Promoção - Frete Grátis,Meta Ads,12588,430,606.53,13,2106.84
2026-08-03,Promoção - Frete Grátis,Google Ads,6134,193,181.45,4,654.89
2026-08-04,Black Friday - Roupas,Meta Ads,4582,114,319.56,7,1358.77
2026-08-04,Black Friday - Roupas,Google Ads,8997,286,860.48,7,1073.02
2026-08-04,Institucional - Marca,Meta Ads,7852,126,407.64,8,2767.29
2026-08-04,Institucional - Marca,Google Ads,11243,313,708.84,6,1096.72
2026-08-04,Remarketing - Carrinho Abandonado,Meta Ads,12778,272,738.53,5,1453.85
2026-08-04,Remarketing - Carrinho Abandonado,Google Ads,9212,120,299.61,5,888.31
2026-08-04,Lançamento - Coleção Verão,Meta Ads,6179,85,231.96,5,538.4
2026-08-04,Lançamento - Coleção Verão,Google Ads,14644,384,485.62,29,5834.21
2026-08-04,Promoção - Frete Grátis,Meta Ads,7861,203,553.92,8,2629.35
2026-08-04,Promoção - Frete Grátis,Google Ads,906,7,21.67,0,0.0
2026-08-05,Black Friday - Roupas,Meta Ads,1180,12,20.79,0,0.0
2026-08-05,Black Friday - Roupas,Google Ads,2038,17,48.7,0,0.0
2026-08-05,Institucional - Marca,Meta Ads,4787,95,173.6,2,584.55
2026-08-05,Institucional - Marca,Google Ads,1651,53,44.7,3,340.75
2026-08-05,Remarketing - Carrinho Abandonado,Meta Ads,4673,122,417.2,4,573.77
2026-08-05,Remarketing - Carrinho Abandonado,Google Ads,12078,241,652.32,11,2485.98
2026-08-05,Lançamento - Coleção Verão,Meta Ads,2740,39,81.98,0,0.0
2026-08-05,Lançamento - Coleção Verão,Google Ads,8625,186,347.95,3,940.89
2026-08-05,Promoção - Frete Grátis,Meta Ads,4231,107,266.17,3,901.29
2026-08-05,Promoção - Frete Grátis,Google Ads,4908,141,208.15,7,1640.6
2026-08-06,Black Friday - Roupas,Meta Ads,8451,291,726.21,7,867.72
2026-08-06,Black Friday - Roupas,Google Ads,8660,185,291.67,5,876.49
2026-08-06,Institucional - Marca,Meta Ads,1924,63,123.63,4,973.95
2026-08-06,Institucional - Marca,Google Ads,1387,39,61.29,1,265.07
2026-08-06,Remarketing - Carrinho Abandonado,Meta Ads,6840,48,65.02,1,345.15
2026-08-06,Remarketing - Carrinho Abandonado,Google Ads,13895,349,875.0,8,1543.6
2026-08-06,Lançamento - Coleção Verão,Meta Ads,6441,148,514.15,4,1336.57
