data,campanha,canal,impressoes,cliques,gasto,conversoes,receita
2026-07-17,Remarketing - Carrinho Abandonado,Google Ads,11657,511,1396.5,2,441.5
2026-07-04,Lançamento - Coleção Verão,Meta Ads,11892,183,636.99,7,917.65
2026-07-08,Lançamento - Coleção Verão,Google Ads,11496,210,608.84,9,1490.58
2026-07-03,Lançamento - Coleção Verão,Google Ads,1638,33,60.77,0,0.0
2026-08-20,Black Friday - Roupas,Google Ads,12534,354,408.87,20,4807.39
2026-07-11,Promoção - Frete Grátis,Google Ads,653,19,64.88,0,0.0
2026-07-14,Promoção - Frete Grátis,Google Ads,6813,232,210.25,11,1494.73
2026-08-18,Remarketing - Carrinho Abandonado,Google Ads,8723,355,1195.39,49,9931.07
2026-07-29,Promoção - Frete Grátis,Google Ads,1853,37,32.79,1,109.37
2026-08-18,Lançamento - Coleção Verão,Meta Ads,8890,234,254.76,4,814.43
2026-07-24,Institucional - Marca,Google Ads,5752,79,88.43,1,129.39
2026-06-14,Black Friday - Roupas,Google Ads,2404,55,51.52,2,330.64
2026-08-10,Black Friday - Roupas,Meta Ads,9353,282,270.58,15,3151.35
2026-06-30,Lançamento - Coleção Verão,Meta Ads,643,11,25.33,0,0.0
2026-06-29,Institucional - Marca,Google Ads,2343,22,65.06,0,0.0
2026-08-14,Promoção - Frete Grátis,Meta Ads,14648,384,753.29,12,1910.24
2026-08-05,Institucional - Marca,Meta Ads,2546,35,32.04,0,0.0
2026-06-14,Black Friday - Roupas,Meta Ads,5540,122,185.17,5,949.35
2026-07-30,Remarketing - Carrinho Abandonado,Google Ads,8005,321,763.11,35,6348.12
2026-07-25,Lançamento - Coleção Verão,Meta Ads,9132,151,212.19,3,424.22
2026-06-12,Remarketing - Carrinho Abandonado,Meta Ads,3111,93,106.65,7,1603.35
2026-08-26,Institucional - Marca,Google Ads,10041,96,330.48,1,198.48
2026-07-10,Lançamento - Coleção Verão,Google Ads,11221,311,845.17,14,2501.11
2026-07-30,Lançamento - Coleção Verão,Meta Ads,2232,44,75.36,1,134.96
2026-08-13,Remarketing - Carrinho Abandonado,Google Ads,11789,703,823.25,65,9270.68
2026-06-28,Black Friday - Roupas,Google Ads,14182,548,1584.46,24,4139.81
2026-07-02,Institucional - Marca,Google Ads,3101,42,92.66,0,0.0
2026-07-08,Black Friday - Roupas,Google Ads,3341,68,54.59,4,554.42
2026-06-29,Remarketing - Carrinho Abandonado,Meta Ads,14636,720,798.35,107,21179.55
2026-06-13,Promoção - Frete Grátis,Google Ads,9483,313,841.29,17,2031.34
2026-08-17,Lançamento - Coleção Verão,Google Ads,5681,166,211.12,7,1105.6
2026-07-24,Institucional - Marca,Meta Ads,2050,15,37.23,0,0.0
2026-07-29,Remarketing - Carrinho Abandonado,Google Ads,5189,268,265.48,25,4785.07
2026-06-22,Black Friday - Roupas,Meta Ads,7363,222,573.48,9,1457.81
2026-08-22,Lançamento - Coleção Verão,Google Ads,3291,79,114.63,3,360.22
2026-07-25,Promoção - Frete Grátis,Google Ads,5837,190,437.59,8,1252.56
2026-07-14,Black Friday - Roupas,Google Ads,10097,258,790.98,10,1852.91
2026-07-31,Lançamento - Coleção Verão,Meta Ads,7409,127,229.0,3,458.04
2026-06-05,Black Friday - Roupas,Meta Ads,14400,500,616.27,22,3369.89
2026-07-01,Lançamento - Coleção Verão,Meta Ads,7285,186,,9,961.48
2026-07-29,Lançamento - Coleção Verão,Google Ads,7476,145,496.17,5,502.3
2026-06-21,Remarketing - Carrinho Abandonado,Meta Ads,5652,238,293.82,26,4999.49
2026-06-28,Institucional - Marca,Meta Ads,2261,11,25.43,0,0.0
2026-06-01,Promoção - Frete Grátis,Meta Ads,13963,316,374.57,10,1301.96
2026-07-06,Remarketing - Carrinho Abandonado,Google Ads,12827,656,805.59,65,15023.92
2026-07-28,Black Friday - Roupas,Meta Ads,9808,206,285.52,11,1821.39
2026-06-08,Black Friday - Roupas,Meta Ads,12123,355,446.21,18,2500.84
2026-06-14,Promoção - Frete Grátis,Google Ads,4494,139,439.71,5,428.37
2026-08-06,Institucional - Marca,Google Ads,5602,75,208.91,0,0.0
2026-06-01,Lançamento - Coleção Verão,Google Ads,1264,28,50.06,1,189.92
2026-08-25,Promoção - Frete Grátis,Google Ads,2100,68,179.91,4,534.08
2026-07-10,Remarketing - Carrinho Abandonado,Google Ads,3789,146,410.8,0,0.0
2026-07-21,Promoção - Frete Grátis,Google Ads,5374,120,162.62,5,890.28
2026-06-10,Institucional - Marca,Google Ads,11801,168,236.53,1,164.28
2026-07-16,Remarketing - Carrinho Abandonado,Meta Ads,13708,563,1223.48,52,13046.48
2026-07-12,Lançamento - Coleção Verão,Google Ads,11773,195,419.16,8,1556.97
2026-06-08,Promoção - Frete Grátis,Google Ads,11933,267,742.77,14,2056.31
2026-08-16,Institucional - Marca,Meta Ads,5063,71,210.24,0,0.0
2026-07-05,Institucional - Marca,Meta Ads,11055,160,510.03,2,377.92
2026-06-05,Promoção - Frete Grátis,Google Ads,11962,361,727.02,15,2142.05
2026-06-26,Black Friday - Roupas,Meta Ads,7003,183,256.09,8,1873.33
2026-06-15,Lançamento - Coleção Verão,Google Ads,13496,237,816.17,10,1565.05
2026-07-10,Black Friday - Roupas,Meta Ads,8742,253,769.1,11,2217.23
2026-08-25,Black Friday - Roupas,Google Ads,12899,306,299.97,20,4314.75
2026-06-06,Lançamento - Coleção Verão,Google Ads,11924,239,826.96,5,484.19
2026-08-01,Institucional - Marca,Google Ads,10803,117,318.81,0,0.0
2026-07-20,Black Friday - Roupas,Google Ads,9804,243,496.73,14,3498.54
2026-07-15,Institucional - Marca,Google Ads,2989,28,51.91,0,0.0
2026-06-06,Remarketing - Carrinho Abandonado,Google Ads,13738,781,745.53,92,16470.21
2026-08-01,Black Friday - Roupas,Meta Ads,14477,395,625.28,26,3406.04
2026-08-23,Promoção - Frete Grátis,Meta Ads,8452,180,247.78,7,672.02
2026-08-03,Promoção - Frete Grátis,Meta Ads,14418,418,,14,2039.0
2026-08-05,Black Friday - Roupas,Google Ads,4771,126,348.26,7,1161.44
2026-08-19,Remarketing - Carrinho Abandonado,Meta Ads,13667,584,2007.89,57,13887.06
2026-07-04,Promoção - Frete Grátis,Meta Ads,13251,357,563.33,17,1823.01
2026-07-16,Lançamento - Coleção Verão,Meta Ads,7361,134,119.16,5,900.96
2026-07-28,Institucional - Marca,Google Ads,6125,64,107.6,0,0.0
2026-07-09,Institucional - Marca,Meta Ads,4894,36,78.07,0,0.0
2026-06-03,Remarketing - Carrinho Abandonado,Google Ads,1350,74,247.37,6,968.87
2026-06-05,Lançamento - Coleção Verão,Google Ads,8096,195,234.08,5,918.83
2026-06-18,Remarketing - Carrinho Abandonado,Meta Ads,7804,452,814.17,37,8558.9
2026-08-19,Institucional - Marca,Google Ads,3480,27,80.18,0,0.0
2026-06-06,Promoção - Frete Grátis,Google Ads,792,26,66.01,1,76.55
2026-07-09,Promoção - Frete Grátis,Google Ads,6170,187,599.94,8,706.08
2026-06-16,Institucional - Marca,Google Ads,10691,83,209.54,0,0.0
2026-08-14,Black Friday - Roupas,Google Ads,8198,166,554.43,10,1146.96
2026-08-04,Institucional - Marca,Meta Ads,12697,111,336.37,1,144.34
2026-06-17,Black Friday - Roupas,Google Ads,6815,203,223.99,12,2895.7
2026-06-25,Remarketing - Carrinho Abandonado,Meta Ads,911,43,79.19,6,886.87
2026-08-28,Remarketing - Carrinho Abandonado,Meta Ads,12511,457,619.67,43,8430.65
2026-06-16,Promoção - Frete Grátis,Meta Ads,11844,403,583.47,20,1578.05
2026-07-15,Lançamento - Coleção Verão,Google Ads,13961,212,561.34,6,1259.6
2026-07-03,Lançamento - Coleção Verão,Meta Ads,12524,301,803.92,7,1144.87
2026-07-17,Promoção - Frete Grátis,Google Ads,9443,296,496.83,11,1628.46
2026-07-08,Black Friday - Roupas,Meta Ads,8719,289,524.1,16,2076.7
2026-07-12,Black Friday - Roupas,Meta Ads,9876,342,651.24,21,5137.64
2026-08-26,Remarketing - Carrinho Abandonado,Meta Ads,1839,69,85.43,8,2047.5
2026-07-15,Remarketing - Carrinho Abandonado,Google Ads,14205,554,510.02,2,261.22
2026-08-22,Lançamento - Coleção Verão,Meta Ads,6553,129,210.42,6,896.55
2026-06-18,Promoção - Frete Grátis,Google Ads,9712,205,566.18,7,798.59
2026-08-08,Remarketing - Carrinho Abandonado,Google Ads,5145,264,361.39,32,9488.25
2026-07-18,Promoção - Frete Grátis,Google Ads,3788,82,213.81,2,335.89
2026-08-17,Institucional - Marca,Google Ads,8726,90,185.72,0,0.0
2026-06-06,Remarketing - Carrinho Abandonado,Meta Ads,10935,420,643.77,59,9241.26
2026-08-19,Lançamento - Coleção Verão,Meta Ads,5880,103,220.6,4,446.92
2026-07-16,Black Friday - Roupas,Meta Ads,9260,311,1006.08,19,3251.46
2026-06-17,Promoção - Frete Grátis,Meta Ads,10429,345,733.95,19,1994.05
2026-07-27,Lançamento - Coleção Verão,Google Ads,11667,295,442.21,7,1114.95
2026-08-16,Remarketing - Carrinho Abandonado,Meta Ads,9129,374,1066.39,46,6755.8
2026-07-24,Remarketing - Carrinho Abandonado,Meta Ads,5522,166,491.8,17,3292.03
2026-07-18,Institucional - Marca,Meta Ads,3012,37,81.21,0,0.0
2026-06-03,Remarketing - Carrinho Abandonado,Meta Ads,13720,572,1908.71,54,14385.24
2026-06-30,Promoção - Frete Grátis,Meta Ads,5630,169,148.66,7,798.26
2026-08-17,Promoção - Frete Grátis,Google Ads,6981,155,360.0,5,692.14
2026-08-10,Lançamento - Coleção Verão,Google Ads,10009,206,263.49,4,749.83
2026-06-02,Promoção - Frete Grátis,Meta Ads,2830,78,245.22,3,246.3
2026-08-10,Institucional - Marca,Google Ads,10888,93,263.04,0,0.0
2026-07-02,Institucional - Marca,Meta Ads,5130,60,117.62,0,0.0
2026-06-26,Remarketing - Carrinho Abandonado,Meta Ads,6772,396,845.4,49,14309.66
2026-06-23,Remarketing - Carrinho Abandonado,Google Ads,12427,438,1017.98,61,8862.17
2026-06-09,Lançamento - Coleção Verão,Google Ads,7159,165,239.65,5,1031.81
2026-07-22,Remarketing - Carrinho Abandonado,Meta Ads,5618,273,709.22,40,10747.63
2026-07-12,Promoção - Frete Grátis,Google Ads,2982,89,194.87,3,293.46
2026-07-23,Promoção - Frete Grátis,Google Ads,4922,115,289.09,6,636.23
2026-08-27,Institucional - Marca,Meta Ads,7389,78,72.62,0,0.0
2026-06-23,Institucional - Marca,Meta Ads,3848,55,83.49,0,0.0
2026-07-30,Institucional - Marca,Meta Ads,12491,75,69.24,0,0.0
2026-07-25,Institucional - Marca,Google Ads,1747,22,39.46,0,0.0
2026-07-13,Remarketing - Carrinho Abandonado,Meta Ads,7783,298,,28,4879.86
2026-06-22,Promoção - Frete Grátis,Meta Ads,9095,229,782.51,11,835.97
2026-08-11,Lançamento - Coleção Verão,Meta Ads,9853,231,545.65,7,643.23
2026-07-18,Promoção - Frete Grátis,Meta Ads,1623,33,58.33,1,89.88
2026-07-23,Lançamento - Coleção Verão,Meta Ads,6954,113,342.07,4,694.21
2026-08-25,Lançamento - Coleção Verão,Google Ads,12540,354,553.27,15,1381.84
2026-07-15,Institucional - Marca,Meta Ads,2999,24,56.84,0,0.0
2026-07-26,Remarketing - Carrinho Abandonado,Google Ads,2818,86,292.38,8,2247.92
2026-06-20,Institucional - Marca,Google Ads,6721,91,184.21,0,0.0
2026-08-27,Black Friday - Roupas,Meta Ads,2164,85,195.92,3,464.53
2026-06-29,Lançamento - Coleção Verão,Meta Ads,11074,232,542.0,9,1656.23
2026-06-07,Lançamento - Coleção Verão,Meta Ads,7314,135,362.61,3,274.79
2026-07-16,Institucional - Marca,Google Ads,12963,116,114.18,0,0.0
2026-08-23,Institucional - Marca,Google Ads,7718,65,204.03,0,0.0
2026-06-08,Black Friday - Roupas,Google Ads,8836,313,415.85,16,1848.54
2026-07-13,Promoção - Frete Grátis,Google Ads,2426,80,122.26,2,219.19
2026-07-12,Institucional - Marca,Meta Ads,11561,106,198.91,0,0.0
2026-06-09,Institucional - Marca,Meta Ads,14155,100,252.82,1,89.87
2026-08-21,Institucional - Marca,Meta Ads,8641,50,60.78,0,0.0
2026-07-07,Lançamento - Coleção Verão,Meta Ads,12661,301,999.28,8,839.18
2026-08-14,Black Friday - Roupas,Meta Ads,14304,472,702.21,25,4000.79
2026-06-02,Remarketing - Carrinho Abandonado,Google Ads,1473,65,199.68,5,877.86
2026-08-21,Promoção - Frete Grátis,Meta Ads,8414,228,664.88,10,1621.5
2026-08-05,Promoção - Frete Grátis,Meta Ads,3918,131,114.15,5,422.92
2026-08-24,Remarketing - Carrinho Abandonado,Google Ads,5182,256,528.84,25,4339.91
2026-07-22,Institucional - Marca,Meta Ads,14558,115,147.35,1,169.09
2026-07-11,Lançamento - Coleção Verão,Meta Ads,13342,390,1234.33,8,1323.23
2026-07-16,Black Friday - Roupas,Google Ads,14175,462,1046.95,19,2052.73
2026-06-26,Remarketing - Carrinho Abandonado,Google Ads,5668,335,1094.39,36,7118.23
2026-08-26,Black Friday - Roupas,Meta Ads,4339,167,405.86,11,2717.24
2026-07-20,Promoção - Frete Grátis,Meta Ads,9338,266,634.0,11,1962.59
2026-06-14,Remarketing - Carrinho Abandonado,Google Ads,3464,111,380.44,12,2502.25
2026-07-20,Black Friday - Roupas,Meta Ads,2774,88,97.16,6,763.6
2026-08-11,Promoção - Frete Grátis,Google Ads,4762,125,392.53,6,705.37
2026-07-12,Lançamento - Coleção Verão,Meta Ads,11626,253,327.16,6,1231.75
2026-06-03,Promoção - Frete Grátis,Google Ads,13348,448,597.34,19,2833.2
2026-06-19,Black Friday - Roupas,Google Ads,4240,120,343.03,6,1343.0
2026-06-23,Lançamento - Coleção Verão,Google Ads,3319,79,133.79,3,622.87
2026-07-11,Remarketing - Carrinho Abandonado,Meta Ads,7415,284,685.48,41,5998.19
2026-07-07,Remarketing - Carrinho Abandonado,Meta Ads,2139,97,162.74,12,2636.6
2026-08-23,Black Friday - Roupas,Google Ads,12673,283,444.26,17,3574.74
2026-07-16,Promoção - Frete Grátis,Google Ads,10110,333,572.0,15,1543.42
2026-06-11,Remarketing - Carrinho Abandonado,Meta Ads,13494,637,1715.11,92,23129.18
2026-07-17,Promoção - Frete Grátis,Meta Ads,4197,142,484.66,5,779.46
2026-07-03,Black Friday - Roupas,Google Ads,9736,387,645.71,16,3813.4
2026-06-27,Promoção - Frete Grátis,Meta Ads,8773,227,303.58,11,1348.84
2026-08-02,Promoção - Frete Grátis,Google Ads,9506,330,1062.18,15,2237.05
2026-08-16,Promoção - Frete Grátis,Google Ads,10992,293,621.83,14,1987.72
2026-08-24,Institucional - Marca,Meta Ads,2174,14,37.9,0,0.0
2026-07-10,Institucional - Marca,Meta Ads,6114,81,119.56,0,0.0
2026-07-27,Promoção - Frete Grátis,Meta Ads,605,20,69.62,0,0.0
2026-08-24,Remarketing - Carrinho Abandonado,Meta Ads,6495,300,294.82,42,6337.65
2026-06-25,Black Friday - Roupas,Google Ads,10100,276,470.62,19,4599.18
2026-07-14,Black Friday - Roupas,Meta Ads,8387,170,314.62,9,1556.57
2026-08-01,Institucional - Marca,Meta Ads,3669,40,87.12,0,0.0
2026-06-21,Institucional - Marca,Google Ads,5213,52,99.11,0,0.0
2026-06-10,Lançamento - Coleção Verão,Meta Ads,9592,163,239.84,5,590.88
2026-07-17,Lançamento - Coleção Verão,Google Ads,13405,257,524.85,8,1676.78
2026-08-02,Institucional - Marca,Google Ads,3755,46,46.39,0,0.0
2026-07-20,Institucional - Marca,Meta Ads,12255,72,148.35,0,0.0
2026-06-17,Lançamento - Coleção Verão,Meta Ads,5195,128,156.95,2,329.77
2026-07-28,Remarketing - Carrinho Abandonado,Meta Ads,8094,400,404.31,53,6820.88
2026-08-14,Institucional - Marca,Meta Ads,8921,83,263.82,0,0.0
2026-07-02,Remarketing - Carrinho Abandonado,Google Ads,3595,114,191.97,15,3143.4
2026-07-07,Black Friday - Roupas,Google Ads,704,24,45.69,1,245.31
2026-06-14,Promoção - Frete Grátis,Meta Ads,4759,154,492.48,5,763.76
2026-06-28,Lançamento - Coleção Verão,Meta Ads,11667,281,507.88,10,992.96
2026-07-09,Remarketing - Carrinho Abandonado,Meta Ads,7783,441,1042.99,39,7633.04
2026-08-11,Institucional - Marca,Google Ads,6055,90,245.81,0,0.0
2026-06-09,Promoção - Frete Grátis,Meta Ads,12128,296,260.11,17,1352.1
2026-08-11,Remarketing - Carrinho Abandonado,Google Ads,2002,79,121.2,7,2000.97
2026-06-29,Black Friday - Roupas,Meta Ads,8201,200,300.62,12,2149.64
2026-07-17,Black Friday - Roupas,Meta Ads,3307,97,120.14,6,857.02
2026-07-30,Promoção - Frete Grátis,Google Ads,5332,152,400.22,7,1041.77
2026-08-18,Institucional - Marca,Google Ads,2574,30,90.92,0,0.0
2026-08-07,Remarketing - Carrinho Abandonado,Google Ads,11094,384,659.96,37,10417.24
2026-06-21,Institucional - Marca,Meta Ads,13092,94,313.03,0,0.0
2026-07-11,Institucional - Marca,Meta Ads,7716,61,161.14,0,0.0
2026-07-05,Black Friday - Roupas,Meta Ads,5886,179,332.49,9,2214.36
2026-07-07,Remarketing - Carrinho Abandonado,Google Ads,981,54,171.8,6,1622.62
2026-06-03,Institucional - Marca,Google Ads,11216,137,413.37,1,80.86
2026-07-05,Remarketing - Carrinho Abandonado,Google Ads,6688,354,1039.83,36,9819.66
2026-08-23,Lançamento - Coleção Verão,Google Ads,2563,38,60.9,1,217.51
2026-07-04,Remarketing - Carrinho Abandonado,Meta Ads,11877,546,518.49,64,8623.22
2026-07-02,Black Friday - Roupas,Meta Ads,6620,142,442.74,6,789.9
2026-08-21,Black Friday - Roupas,Google Ads,1136,28,79.71,1,171.57
2026-07-06,Institucional - Marca,Google Ads,2725,17,14.29,0,0.0
2026-08-25,Remarketing - Carrinho Abandonado,Google Ads,7314,407,673.24,60,7860.82
2026-06-25,Black Friday - Roupas,Meta Ads,6904,225,683.24,12,1445.97
2026-07-02,Promoção - Frete Grátis,Meta Ads,4923,146,250.96,4,339.51
2026-08-06,Lançamento - Coleção Verão,Meta Ads,5680,143,420.21,6,1031.57
2026-06-27,Institucional - Marca,Meta Ads,628,8,12.64,0,0.0
2026-06-10,Promoção - Frete Grátis,Meta Ads,3326,71,96.46,3,423.22
2026-08-07,Institucional - Marca,Google Ads,7946,117,214.74,0,0.0
2026-08-20,Lançamento - Coleção Verão,Meta Ads,13940,297,295.45,9,1119.54
2026-08-18,Black Friday - Roupas,Google Ads,14863,555,1545.01,28,3038.92
2026-06-09,Promoção - Frete Grátis,Google Ads,3688,79,252.83,4,378.73
2026-07-22,Remarketing - Carrinho Abandonado,Google Ads,9979,394,361.75,1,203.72
2026-07-04,Black Friday - Roupas,Google Ads,8670,254,554.29,11,1691.98
2026-08-01,Remarketing - Carrinho Abandonado,Meta Ads,11511,521,1249.46,44,8355.61
2026-07-14,Institucional - Marca,Google Ads,12454,183,224.86,1,86.65
2026-08-22,Remarketing - Carrinho Abandonado,Meta Ads,2265,107,151.94,11,1617.11
2026-08-05,Lançamento - Coleção Verão,Meta Ads,11634,330,346.0,11,2074.1
2026-07-19,Lançamento - Coleção Verão,Meta Ads,8860,189,535.62,4,688.85
2026-08-03,Black Friday - Roupas,Google Ads,11794,311,338.54,20,2007.05
2026-08-15,Institucional - Marca,Google Ads,9403,132,430.16,0,0.0
2026-08-23,Promoção - Frete Grátis,Google Ads,10068,335,711.04,17,2337.22
2026-06-27,Black Friday - Roupas,Meta Ads,4520,96,186.71,6,1357.23
2026-07-01,Remarketing - Carrinho Abandonado,Google Ads,2020,78,159.38,6,963.82
2026-06-20,Lançamento - Coleção Verão,Meta Ads,8814,209,375.08,10,1717.29
2026-06-15,Black Friday - Roupas,Meta Ads,2380,66,8500.0,0,0.0
2026-06-13,Institucional - Marca,Meta Ads,1593,22,64.09,0,0.0
2026-07-20,Remarketing - Carrinho Abandonado,Meta Ads,5084,203,589.85,16,4668.77
2026-06-12,Black Friday - Roupas,Meta Ads,7490,159,159.03,9,1235.85
2026-06-09,Remarketing - Carrinho Abandonado,Meta Ads,8109,258,611.9,38,10992.87
2026-08-28,Black Friday - Roupas,Meta Ads,7098,244,726.83,15,1796.01
2026-07-22,Institucional - Marca,Google Ads,8420,103,131.58,1,153.63
2026-07-19,Institucional - Marca,Meta Ads,4091,31,36.93,0,0.0
2026-08-20,Black Friday - Roupas,Meta Ads,14102,436,1092.7,17,3901.77
2026-06-08,Remarketing - Carrinho Abandonado,Meta Ads,4405,234,488.81,26,5732.67
2026-08-26,Lançamento - Coleção Verão,Google Ads,10790,318,1072.34,13,2470.32
2026-08-06,Black Friday - Roupas,Google Ads,8644,208,448.02,8,1832.39
2026-06-28,Institucional - Marca,Google Ads,6261,32,39.92,0,0.0
2026-07-10,Lançamento - Coleção Verão,Meta Ads,14052,352,664.85,9,1100.05
2026-06-16,Remarketing - Carrinho Abandonado,Meta Ads,13395,750,912.29,88,18625.65
2026-06-20,Black Friday - Roupas,Google Ads,2467,83,262.43,5,970.16
2026-08-22,Remarketing - Carrinho Abandonado,Google Ads,6707,315,710.81,29,5032.39
2026-06-19,Lançamento - Coleção Verão,Google Ads,13770,317,495.09,12,1770.9
2026-06-06,Black Friday - Roupas,Meta Ads,3711,81,214.59,5,972.16
2026-06-04,Promoção - Frete Grátis,Meta Ads,14715,301,787.39,9,987.17
2026-07-12,Promoção - Frete Grátis,Meta Ads,3449,83,213.0,2,320.25
2026-08-19,Black Friday - Roupas,Google Ads,4567,136,114.98,7,1327.34
2026-06-21,Promoção - Frete Grátis,Meta Ads,758,23,47.41,0,0.0
2026-07-08,Remarketing - Carrinho Abandonado,Google Ads,11333,420,706.34,59,7379.08
2026-07-17,Institucional - Marca,Google Ads,10626,133,174.19,1,126.78
2026-07-18,Black Friday - Roupas,Meta Ads,11737,382,1015.27,22,2220.09
2026-07-22,Lançamento - Coleção Verão,Google Ads,6602,104,166.79,2,289.35
2026-06-08,Remarketing - Carrinho Abandonado,Google Ads,1114,55,154.0,4,1083.93
2026-06-25,Promoção - Frete Grátis,Meta Ads,5294,182,445.04,8,1064.4
2026-07-26,Promoção - Frete Grátis,Google Ads,12463,338,853.72,10,859.59
2026-07-01,Institucional - Marca,Meta Ads,5219,30,61.17,0,0.0
2026-07-29,Institucional - Marca,Meta Ads,982,10,13.01,0,0.0
2026-08-06,Promoção - Frete Grátis,Google Ads,894,26,42.75,1,178.21
2026-08-25,Remarketing - Carrinho Abandonado,Meta Ads,7519,319,396.27,37,4598.14
2026-06-02,Black Friday - Roupas,Google Ads,13895,396,995.08,22,3569.12
2026-07-19,Remarketing - Carrinho Abandonado,Google Ads,7135,305,774.2,1,143.79
2026-07-17,Institucional - Marca,Meta Ads,7204,106,305.74,0,0.0
2026-08-28,Lançamento - Coleção Verão,Meta Ads,8981,139,138.75,5,576.25
2026-06-29,Black Friday - Roupas,Google Ads,2631,98,241.07,6,1381.24
2026-06-26,Institucional - Marca,Google Ads,10538,132,379.38,1,188.64
2026-08-28,Black Friday - Roupas,Google Ads,9184,214,317.36,11,1468.06
2026-08-04,Promoção - Frete Grátis,Google Ads,12554,370,753.79,14,2143.35
2026-08-22,Institucional - Marca,Google Ads,2189,23,58.06,0,0.0
2026-07-28,Lançamento - Coleção Verão,Google Ads,4183,77,269.3,3,511.27
2026-06-22,Promoção - Frete Grátis,Google Ads,12300,303,829.48,17,2518.39
2026-07-13,Remarketing - Carrinho Abandonado,Google Ads,4849,193,499.28,1,207.52
2026-07-07,Promoção - Frete Grátis,Google Ads,8396,245,688.09,9,1353.97
2026-08-02,Lançamento - Coleção Verão,Meta Ads,9761,252,202.63,9,934.6
2026-06-07,Promoção - Frete Grátis,Google Ads,12671,389,413.91,15,1851.77
2026-08-27,Promoção - Frete Grátis,Google Ads,10536,256,390.49,11,1764.38
2026-07-29,Black Friday - Roupas,Meta Ads,8017,291,279.23,12,1439.59
2026-06-03,Black Friday - Roupas,Google Ads,8874,318,870.22,14,2783.37
2026-06-08,Lançamento - Coleção Verão,Google Ads,14171,218,476.09,9,1669.64
2026-07-25,Lançamento - Coleção Verão,Google Ads,11269,249,633.07,6,1199.48
2026-08-26,Black Friday - Roupas,Google Ads,12019,298,780.09,13,1967.6
2026-08-24,Promoção - Frete Grátis,Google Ads,3018,101,212.12,5,426.5
2026-06-13,Remarketing - Carrinho Abandonado,Google Ads,11381,412,654.56,36,9379.13
2026-06-23,Promoção - Frete Grátis,Meta Ads,11370,256,736.81,8,640.19
2026-06-05,Institucional - Marca,Meta Ads,10496,91,129.97,0,0.0
2026-07-22,Lançamento - Coleção Verão,Meta Ads,1113,18,60.32,0,0.0
2026-07-28,Institucional - Marca,Meta Ads,7255,92,146.3,0,0.0
2026-07-28,Lançamento - Coleção Verão,Meta Ads,7854,234,640.23,9,845.31
2026-08-12,Institucional - Marca,Meta Ads,10787,89,96.37,0,0.0
2026-08-02,Black Friday - Roupas,Google Ads,9284,199,583.64,11,2543.2
2026-07-08,Remarketing - Carrinho Abandonado,Meta Ads,13121,645,1602.19,67,17008.51
2026-06-21,Remarketing - Carrinho Abandonado,Google Ads,2187,107,140.03,11,2162.61
2026-08-26,Promoção - Frete Grátis,Google Ads,12961,425,745.76,24,2380.0
2026-06-01,Lançamento - Coleção Verão,Meta Ads,13732,245,262.46,8,1358.25
2026-07-20,Institucional - Marca,Google Ads,763,5,10.34,0,0.0
2026-08-04,Remarketing - Carrinho Abandonado,Google Ads,12295,700,1936.95,89,19412.58
2026-08-24,Lançamento - Coleção Verão,Meta Ads,3526,101,275.95,3,396.57
2026-08-12,Remarketing - Carrinho Abandonado,Meta Ads,2408,129,242.75,14,3911.92
2026-08-06,Lançamento - Coleção Verão,Google Ads,9708,235,429.42,10,1415.17
2026-06-26,Promoção - Frete Grátis,Google Ads,8894,263,357.64,9,1502.94
2026-06-29,Institucional - Marca,Meta Ads,12262,148,359.99,1,111.23
2026-08-03,Remarketing - Carrinho Abandonado,Meta Ads,6299,194,664.55,16,3529.67
2026-07-30,Black Friday - Roupas,Meta Ads,10478,363,1214.93,22,4235.91
2026-08-19,Lançamento - Coleção Verão,Google Ads,8646,241,538.47,7,1326.7
2026-08-27,Institucional - Marca,Google Ads,11904,139,128.3,0,0.0
2026-07-16,Remarketing - Carrinho Abandonado,Google Ads,3361,154,363.64,0,0.0
2026-07-03,Black Friday - Roupas,Meta Ads,14154,475,1240.39,28,6967.93
2026-07-14,Remarketing - Carrinho Abandonado,Meta Ads,12782,623,1990.31,59,9863.77
2026-06-30,Promoção - Frete Grátis,Google Ads,2205,47,122.17,2,186.94
2026-07-14,Lançamento - Coleção Verão,Meta Ads,8208,245,736.17,7,1001.97
2026-08-13,Institucional - Marca,Google Ads,13105,95,200.3,1,172.49
2026-07-14,Promoção - Frete Grátis,Meta Ads,3608,124,352.93,3,409.18
2026-07-03,Remarketing - Carrinho Abandonado,Google Ads,2115,124,413.39,10,2539.26
2026-07-11,Institucional - Marca,Google Ads,9163,124,331.65,1,100.96
2026-06-27,Remarketing - Carrinho Abandonado,Google Ads,6241,345,523.72,35,5406.02
2026-07-27,Remarketing - Carrinho Abandonado,Meta Ads,10056,349,624.41,44,9710.65
2026-07-31,Institucional - Marca,Meta Ads,13666,73,108.47,1,153.71
2026-08-13,Lançamento - Coleção Verão,Meta Ads,4546,117,201.28,4,633.97
2026-06-28,Promoção - Frete Grátis,Meta Ads,6212,154,532.56,8,1281.8
2026-08-05,Remarketing - Carrinho Abandonado,Google Ads,12938,580,1879.03,50,7799.15
2026-08-23,Remarketing - Carrinho Abandonado,Google Ads,8347,483,1666.71,65,10482.59
